Title,Link,Content,Label,,
SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-ONE,https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-one/,"A TikTok video showing a man dressed in a military uniform warned that if there is no free and fair election in Sierra Leone, his troops will take over after 24 hours. ",0,,
"Exaggerated! Liberia does not have over 230,000 registered motorcyclists and tricyclists",https://dubawa.org/exaggerated-liberia-does-not-have-over-230000-registered-motorcyclists-and-tricyclists/," the president of the federation of motorcyclist and tricyclist unions (fomtul) of liberia claims that “over 230,000 registered motorcyclists and tricycle operators are in liberia.”",0,,
! sex not form of sport in sweden,https://dubawa.org/false-sex-not-form-of-sport-in-sweden/, a facebook user posits that the sweden sports federation has finally accepted and has declared sex as a sport. ,0,,
"! lra, nec not hiring",https://dubawa.org/false-lra-nec-not-hiring/, a viral social media post suggests that the national elections commission (nec) of liberia and the liberia revenue authority (lra) are recruiting new staff.,0,,
! inec chairman didn’t admit to declaring blurred results,https://dubawa.org/false-inec-chairman-didnt-admit-to-declaring-blurred-results/," inec chairman admits declaring blurred results together with another 20,000 in court.",0,,
": 56 lawmakers did not endorse weah, neither did thomas goshua",https://dubawa.org/misleading-56-lawmakers-did-not-endorse-weah-neither-did-thomas-goshua/,"by: varney dukuly and jackson c. clay, jr.",0,,
Is British Petroleum among the world’s worst polluters?,https://dubawa.org/is-british-petroleum-among-the-worlds-worst-polluters/, british petroleum is one of the worst polluters in the world.,1,,
,https://dubawa.org/true-sweden-set-to-release-first-electric-road/, the world’s first electrified road is in sweden. it charges electric cars as they drive along it. ,1,1,
"Obscene stash of foreign currencies linked to Sudan’s ousted al-Bashir, not Emefiele",https://dubawa.org/obscene-stash-of-foreign-currencies-linked-to-sudans-ousted-al-bashir-not-emefiele/, dss recovers monies stashed in emefiele’s house.,0,,
! cdc printed l$48 billion not l$64 billion,https://dubawa.org/false-cdc-printed-l48-billion-not-l64-billion/, senator prince johnson of nimba county claimed: “the coalition for democratic change (cdc) government printed l$ 64 billion and kept it.”,0,,
"Viral CBN release on policy actions in Foreign Exchange Market, from 2017",https://dubawa.org/viral-cbn-release-on-policy-actions-in-the-foreign-exchange-market-is-from-2017/," on wednesday, june 14, social media users circulated an undated press release from the central bank of nigeria (cbn) titled ‘new policy actions in the foreign exchange market’. they claimed the country’s apex bank recently released the statement.",0,,
"nimely’s assertion ghanaian mps passed vote of no confidence against finance minister, ",https://dubawa.org/nimelys-assertion-ghanaian-mps-passed-vote-of-no-confidence-against-finance-minister-false/," “in 2022, the ghanaian congress, both the lower and the upper house, put a vote of no confidence against the finance minister,” said dominic nimely, president of the patriotic entrepreneurs of liberia.",0,,
Fact-checking Buhari’s farewell speech as Nigeria’s president,https://dubawa.org/fact-checking-buharis-farewell-speech-as-nigerias-president/,We increased the ability of poor and rural Nigerians to earn a living. – Buhari,0,,
Fact-checking Buhari’s farewell speech as Nigeria’s president,https://dubawa.org/fact-checking-buharis-farewell-speech-as-nigerias-president/, We provided more food for millions in our villages – Buhari.,0,,
Fact-checking Buhari’s farewell speech as Nigeria’s president,https://dubawa.org/fact-checking-buharis-farewell-speech-as-nigerias-president/," We have been able to reduce the incidences of banditry, terrorism, armed robbery and other criminal activities. – Buhari",1,,
Weah did not win every election in Grand Bassa County,https://dubawa.org/weah-did-not-win-every-election-in-grand-bassa-county/," george weah had won every other election in grand bassa county in the absence of counselor charles brumskine (now deceased), said assistant minister esiaka sheriff.",0,,
Video of children mistreating ‘drunk’ elephant didn’t happen in Nigeria,https://dubawa.org/video-of-children-mistreating-drunk-elephant-didnt-happen-in-nigeria/," a twitter user says a video in which some children are seen mistreating a sleeping elephant took place in port harcourt, nigeria.",0,,
"allegation of pprc stopping apc rally, ",https://dubawa.org/allegation-of-pprc-stopping-apc-rally-false/, tiktoker abdulai bangura17 shared a tweet on tiktok stating that the political parties regulation commission (pprc) has stopped the all people congress party (apc) from holding campaign rallies. ,0,,
"purported electoral commission of sierra leone’s job notice, !",https://dubawa.org/purported-electoral-commission-of-sierra-leones-job-notice-false/," a viral whatsapp post calls for applications from interested citizens to conduct the june 24, 2023, multi-tier polls. the message is alleged to emanate from the electoral commission of sierra leone.",0,,
"koijee’s claim all opposition members are former government officials, ",https://dubawa.org/koijees-claim-all-opposition-members-are-former-government-officials-false/," “the current opposition [members] are all former government officials,” said jefferson koijee, the mayor of  monrovia and secretary of mr weah’s congress for democratic change.",0,,
"buhari’s claim on nigeria’s inflation rate, ",https://dubawa.org/buharis-claim-on-nigerias-inflation-rate-misleading/, the rise in inflation rate is a global challenge due to covid-19 and is not peculiar to nigeria.,0,,
Does Glutathione IV for skin whitening have side effects?,https://dubawa.org/does-glutathione-iv-for-skin-whitening-have-side-effects/, glutathione iv therapy for skin whitening has no side effects.,0,,
"Unity Party exited government with 12.4% inflation, not 30% in 2017",https://dubawa.org/unity-party-exited-government-with-12-4-inflation-not-30-in-2017/," “when the unity party was exiting in 2017, inflation was 30%,” said randall dobayou, a stalwart of the cdc and deputy director for the environmental protection agency.",0,,
"Altered news images about Tinubu’s NYSC allowance reduction, trends on WhatsApp",https://dubawa.org/altered-news-images-about-tinubus-nysc-allowance-reduction-trends-on-whatsapp/, several graphics shared on users’ whatsapp statuses claimed that president bola tinubu plans to reduce the monthly allowance allocated to members of the nigerian youth service corps (nysc).,0,,
"King Charles’ coronation footage featuring Rema’s Calm Down song, edited",https://dubawa.org/king-charles-coronation-footage-featuring-remas-calm-down-song-edited/, rema’s “calm down” was played during the coronation of prince charles iii.,0,,
! senator karnga-lawrence not part of 19 others who endorsed amb. boakai in 2017,https://dubawa.org/false-senator-karnga-lawrence-not-part-of-19-others-who-endorsed-amb-boakai-in-2017/," eugene lenn nagbe, liberia maritime authority (lma) boss and chairman of the ruling coalition for democratic change (cdc) special committee for strategy and engagement, has alleged that “senator nyonblee karnga-lawrence was part of the 19 lawmakers who endorsed amb. joseph nyumah boakai in 2017.”",0,,
! annie idibia does not have cancer,https://dubawa.org/false-annie-idibia-does-not-have-cancer/, a facebook user claims tuface prays for his wife as she battles cancer.,0,,
! police vehicle arrested with drugs in presidential convoy was in 2010,https://dubawa.org/false-police-vehicle-arrested-with-drugs-in-presidential-convoy-was-in-2010/,"  a presidential candidate in liberia, cllr. tiawan gongloe claims, “three years ago, a presidential vehicle was caught smuggling drugs, and nothing came out of it.”",0,,
Multiple claims about former President Olusegun Obasanjo verified,https://dubawa.org/multiple-claims-about-former-president-olusegun-obasanjo-verified/,Obasanjo built ten new power plants.,1,,
Multiple claims about former President Olusegun Obasanjo verified,https://dubawa.org/multiple-claims-about-former-president-olusegun-obasanjo-verified/,Obasanjo cleared N2.5 trillion in pension debt by passing and implementing pension reforms.,1,,
Multiple claims about former President Olusegun Obasanjo verified,https://dubawa.org/multiple-claims-about-former-president-olusegun-obasanjo-verified/,Obasanjo licensed GSM in Nigeria.,1,,
Typological analysis of fact-checking by the Nigeria Fact-checkers’ Coalition during the 2023 elections,https://dubawa.org/typological-analysis-of-fact-checking-by-the-nigeria-fact-checkers-coalition-during-the-2023-elections/,"nigeria’s 2023 general elections have come and gone with sprinkles of victory, controversies, and, expectedly, the circulation of false information. the elections, which produced a new president, 28 governors, 109 senators and 358 members of the house of representatives, were closely monitored by members of the nigeria fact-checkers’ coalition (nfc). the coalition, comprising 12 fact-checking news and research organisations, produced and published fact-checks during the elections. coalition members worked from the two situation rooms in lagos and abuja.",0,,
